*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/433.milc-127B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:     770100 heartbeat IPC: 2.59722 cumulative IPC: 2.59707 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    1155105 heartbeat IPC: 2.59737 cumulative IPC: 2.59717 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1540129 heartbeat IPC: 2.59724 cumulative IPC: 2.59719 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    1925178 heartbeat IPC: 2.59707 cumulative IPC: 2.59716 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    2310196 heartbeat IPC: 2.59728 cumulative IPC: 2.59718 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    2695197 heartbeat IPC: 2.59740 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3080231 heartbeat IPC: 2.59717 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    9000003 cycles:    3465269 heartbeat IPC: 2.59715 cumulative IPC: 2.59720 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    3850300 heartbeat IPC: 2.59719 cumulative IPC: 2.59720 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    4235305 heartbeat IPC: 2.59737 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    4620319 heartbeat IPC: 2.59730 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   13000003 cycles:    5005372 heartbeat IPC: 2.59705 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:    5390389 heartbeat IPC: 2.59728 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:    5775407 heartbeat IPC: 2.59729 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    6160425 heartbeat IPC: 2.59727 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    6545469 heartbeat IPC: 2.59711 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:    6930506 heartbeat IPC: 2.59715 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    7315504 heartbeat IPC: 2.59742 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    7803623 heartbeat IPC: 2.04867 cumulative IPC: 2.56291 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:    8310400 heartbeat IPC: 1.97326 cumulative IPC: 2.52695 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    8867174 heartbeat IPC: 1.79606 cumulative IPC: 2.48106 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:    9423995 heartbeat IPC: 1.79591 cumulative IPC: 2.44058 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:    9972808 heartbeat IPC: 1.82211 cumulative IPC: 2.40654 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:   10417109 heartbeat IPC: 2.25073 cumulative IPC: 2.39990 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   26000002 cycles:   10861384 heartbeat IPC: 2.25086 cumulative IPC: 2.39380 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   27000002 cycles:   11305658 heartbeat IPC: 2.25086 cumulative IPC: 2.38819 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   11749932 heartbeat IPC: 2.25086 cumulative IPC: 2.38299 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12194242 heartbeat IPC: 2.25068 cumulative IPC: 2.37817 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   12638549 heartbeat IPC: 2.25070 cumulative IPC: 2.37369 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   13082823 heartbeat IPC: 2.25086 cumulative IPC: 2.36952 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13527097 heartbeat IPC: 2.25086 cumulative IPC: 2.36562 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   13971399 heartbeat IPC: 2.25072 cumulative IPC: 2.36197 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   14415673 heartbeat IPC: 2.25086 cumulative IPC: 2.35854 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   14859947 heartbeat IPC: 2.25086 cumulative IPC: 2.35532 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15304228 heartbeat IPC: 2.25083 cumulative IPC: 2.35229 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   15748546 heartbeat IPC: 2.25064 cumulative IPC: 2.34942 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   16192820 heartbeat IPC: 2.25086 cumulative IPC: 2.34672 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   39000001 cycles:   16637094 heartbeat IPC: 2.25086 cumulative IPC: 2.34416 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   17081371 heartbeat IPC: 2.25085 cumulative IPC: 2.34173 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   17525682 heartbeat IPC: 2.25068 cumulative IPC: 2.33942 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   17969961 heartbeat IPC: 2.25084 cumulative IPC: 2.33723 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   18414248 heartbeat IPC: 2.25080 cumulative IPC: 2.33515 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   18858523 heartbeat IPC: 2.25086 cumulative IPC: 2.33316 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   19302830 heartbeat IPC: 2.25070 cumulative IPC: 2.33126 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   19747104 heartbeat IPC: 2.25086 cumulative IPC: 2.32946 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   20191378 heartbeat IPC: 2.25086 cumulative IPC: 2.32773 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   20635652 heartbeat IPC: 2.25086 cumulative IPC: 2.32607 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   21079976 heartbeat IPC: 2.25061 cumulative IPC: 2.32448 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   21524282 heartbeat IPC: 2.25070 cumulative IPC: 2.32296 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   21968556 heartbeat IPC: 2.25086 cumulative IPC: 2.32150 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   22412830 heartbeat IPC: 2.25086 cumulative IPC: 2.32010 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   22857132 heartbeat IPC: 2.25073 cumulative IPC: 2.31875 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   23301406 heartbeat IPC: 2.25086 cumulative IPC: 2.31746 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   23745680 heartbeat IPC: 2.25086 cumulative IPC: 2.31621 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   24189956 heartbeat IPC: 2.25085 cumulative IPC: 2.31501 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   24634280 heartbeat IPC: 2.25061 cumulative IPC: 2.31385 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   25078554 heartbeat IPC: 2.25086 cumulative IPC: 2.31273 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   25523030 heartbeat IPC: 2.24985 cumulative IPC: 2.31164 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   25967725 heartbeat IPC: 2.24873 cumulative IPC: 2.31056 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   26412459 heartbeat IPC: 2.24854 cumulative IPC: 2.30952 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   62000002 cycles:   26857173 heartbeat IPC: 2.24864 cumulative IPC: 2.30851 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   63000003 cycles:   27301856 heartbeat IPC: 2.24880 cumulative IPC: 2.30754 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   27746576 heartbeat IPC: 2.24860 cumulative IPC: 2.30659 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   65000003 cycles:   28191305 heartbeat IPC: 2.24857 cumulative IPC: 2.30568 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   28635994 heartbeat IPC: 2.24876 cumulative IPC: 2.30479 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:   29080710 heartbeat IPC: 2.24863 cumulative IPC: 2.30393 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   29525378 heartbeat IPC: 2.24887 cumulative IPC: 2.30310 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   29970110 heartbeat IPC: 2.24855 cumulative IPC: 2.30229 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   30414800 heartbeat IPC: 2.24876 cumulative IPC: 2.30151 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   30859503 heartbeat IPC: 2.24869 cumulative IPC: 2.30075 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   31304210 heartbeat IPC: 2.24866 cumulative IPC: 2.30001 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   31748940 heartbeat IPC: 2.24856 cumulative IPC: 2.29929 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   32193644 heartbeat IPC: 2.24869 cumulative IPC: 2.29859 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   32638315 heartbeat IPC: 2.24886 cumulative IPC: 2.29791 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   33083021 heartbeat IPC: 2.24867 cumulative IPC: 2.29725 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   77000003 cycles:   33527741 heartbeat IPC: 2.24861 cumulative IPC: 2.29661 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   33972425 heartbeat IPC: 2.24878 cumulative IPC: 2.29598 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   79000001 cycles:   34417155 heartbeat IPC: 2.24856 cumulative IPC: 2.29537 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   34861826 heartbeat IPC: 2.24885 cumulative IPC: 2.29477 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   35306577 heartbeat IPC: 2.24845 cumulative IPC: 2.29419 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   35751279 heartbeat IPC: 2.24870 cumulative IPC: 2.29362 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   36195969 heartbeat IPC: 2.24876 cumulative IPC: 2.29307 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   36640652 heartbeat IPC: 2.24879 cumulative IPC: 2.29254 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:   37085405 heartbeat IPC: 2.24845 cumulative IPC: 2.29201 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   37530096 heartbeat IPC: 2.24875 cumulative IPC: 2.29149 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   37974781 heartbeat IPC: 2.24879 cumulative IPC: 2.29099 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   38419486 heartbeat IPC: 2.24867 cumulative IPC: 2.29050 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   38864221 heartbeat IPC: 2.24853 cumulative IPC: 2.29002 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   39308914 heartbeat IPC: 2.24874 cumulative IPC: 2.28956 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:   39753626 heartbeat IPC: 2.24865 cumulative IPC: 2.28910 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   40198273 heartbeat IPC: 2.24897 cumulative IPC: 2.28866 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   40643010 heartbeat IPC: 2.24852 cumulative IPC: 2.28822 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   41083523 heartbeat IPC: 2.27009 cumulative IPC: 2.28802 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:   41513534 heartbeat IPC: 2.32552 cumulative IPC: 2.28841 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   41943548 heartbeat IPC: 2.32550 cumulative IPC: 2.28879 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   42373579 heartbeat IPC: 2.32542 cumulative IPC: 2.28916 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   42803588 heartbeat IPC: 2.32553 cumulative IPC: 2.28953 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   43233617 heartbeat IPC: 2.32542 cumulative IPC: 2.28988 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   43663625 heartbeat IPC: 2.32554 cumulative IPC: 2.29024 (Simulation time: 0 hr 2 min 58 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   43663626 (Simulation time: 0 hr 2 min 58 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   46554292 heartbeat IPC: 0.34594 cumulative IPC: 0.34594 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:   48711556 heartbeat IPC: 0.46355 cumulative IPC: 0.39620 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:  103000001 cycles:   51015083 heartbeat IPC: 0.43412 cumulative IPC: 0.40808 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   53954578 heartbeat IPC: 0.34019 cumulative IPC: 0.38869 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   56836813 heartbeat IPC: 0.34695 cumulative IPC: 0.37956 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:   59734817 heartbeat IPC: 0.34506 cumulative IPC: 0.37334 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:  107000002 cycles:   62638161 heartbeat IPC: 0.34443 cumulative IPC: 0.36892 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   65513052 heartbeat IPC: 0.34784 cumulative IPC: 0.36614 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   68393778 heartbeat IPC: 0.34713 cumulative IPC: 0.36393 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:   71265344 heartbeat IPC: 0.34824 cumulative IPC: 0.36230 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:  111000002 cycles:   74132555 heartbeat IPC: 0.34877 cumulative IPC: 0.36102 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   77006989 heartbeat IPC: 0.34789 cumulative IPC: 0.35989 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:   79879591 heartbeat IPC: 0.34812 cumulative IPC: 0.35896 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:   82740971 heartbeat IPC: 0.34948 cumulative IPC: 0.35826 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   85664760 heartbeat IPC: 0.34202 cumulative IPC: 0.35713 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   88568418 heartbeat IPC: 0.34439 cumulative IPC: 0.35631 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   91468238 heartbeat IPC: 0.34485 cumulative IPC: 0.35561 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:   94380164 heartbeat IPC: 0.34341 cumulative IPC: 0.35491 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:   97238108 heartbeat IPC: 0.34990 cumulative IPC: 0.35465 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  100112637 heartbeat IPC: 0.34788 cumulative IPC: 0.35430 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:  103040271 heartbeat IPC: 0.34157 cumulative IPC: 0.35367 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  105932516 heartbeat IPC: 0.34575 cumulative IPC: 0.35331 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:  108835769 heartbeat IPC: 0.34444 cumulative IPC: 0.35291 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  111711825 heartbeat IPC: 0.34770 cumulative IPC: 0.35269 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:  114595848 heartbeat IPC: 0.34674 cumulative IPC: 0.35245 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:  117448135 heartbeat IPC: 0.35060 cumulative IPC: 0.35238 (Simulation time: 0 hr 4 min 13 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:  119858909 heartbeat IPC: 0.41481 cumulative IPC: 0.35435 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  121723545 heartbeat IPC: 0.53630 cumulative IPC: 0.35870 (Simulation time: 0 hr 4 min 19 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  124239156 heartbeat IPC: 0.39752 cumulative IPC: 0.35991 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  130000002 cycles:  127027977 heartbeat IPC: 0.35857 cumulative IPC: 0.35987 (Simulation time: 0 hr 4 min 25 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  129816971 heartbeat IPC: 0.35855 cumulative IPC: 0.35982 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  132618954 heartbeat IPC: 0.35689 cumulative IPC: 0.35973 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  135417722 heartbeat IPC: 0.35730 cumulative IPC: 0.35966 (Simulation time: 0 hr 4 min 33 sec) 
Heartbeat CPU  0 instructions:  134000002 cycles:  138231121 heartbeat IPC: 0.35544 cumulative IPC: 0.35953 (Simulation time: 0 hr 4 min 36 sec) 
Heartbeat CPU  0 instructions:  135000001 cycles:  141078095 heartbeat IPC: 0.35125 cumulative IPC: 0.35929 (Simulation time: 0 hr 4 min 39 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  143893285 heartbeat IPC: 0.35522 cumulative IPC: 0.35918 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:  146733818 heartbeat IPC: 0.35205 cumulative IPC: 0.35898 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:  138000002 cycles:  149578553 heartbeat IPC: 0.35153 cumulative IPC: 0.35878 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  0 instructions:  139000003 cycles:  152392720 heartbeat IPC: 0.35535 cumulative IPC: 0.35869 (Simulation time: 0 hr 4 min 50 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  155221397 heartbeat IPC: 0.35352 cumulative IPC: 0.35856 (Simulation time: 0 hr 4 min 53 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  158036365 heartbeat IPC: 0.35524 cumulative IPC: 0.35848 (Simulation time: 0 hr 4 min 56 sec) 
Heartbeat CPU  0 instructions:  142000002 cycles:  160869613 heartbeat IPC: 0.35295 cumulative IPC: 0.35834 (Simulation time: 0 hr 4 min 59 sec) 
Heartbeat CPU  0 instructions:  143000002 cycles:  163692549 heartbeat IPC: 0.35424 cumulative IPC: 0.35825 (Simulation time: 0 hr 5 min 2 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  166513492 heartbeat IPC: 0.35449 cumulative IPC: 0.35816 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:  169338082 heartbeat IPC: 0.35403 cumulative IPC: 0.35807 (Simulation time: 0 hr 5 min 7 sec) 
Heartbeat CPU  0 instructions:  146000001 cycles:  172168900 heartbeat IPC: 0.35325 cumulative IPC: 0.35796 (Simulation time: 0 hr 5 min 10 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:  174991917 heartbeat IPC: 0.35423 cumulative IPC: 0.35788 (Simulation time: 0 hr 5 min 13 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  177825407 heartbeat IPC: 0.35292 cumulative IPC: 0.35778 (Simulation time: 0 hr 5 min 16 sec) 
