*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/mlop.ini

trace_0 /home/functionmain/桌面/Pythia/traces/445.gobmk-30B.champsimtrace.xz
Heartbeat CPU  0 instructions:   21000000 cycles:   22753600 heartbeat IPC: 0.83861 cumulative IPC: 0.92293 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:   23880968 heartbeat IPC: 0.88702 cumulative IPC: 0.92124 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   24931075 heartbeat IPC: 0.95228 cumulative IPC: 0.92254 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   26047895 heartbeat IPC: 0.89540 cumulative IPC: 0.92138 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   26927137 heartbeat IPC: 1.13734 cumulative IPC: 0.92843 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   27897366 heartbeat IPC: 1.03068 cumulative IPC: 0.93199 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   27000002 cycles:   29000037 heartbeat IPC: 0.90689 cumulative IPC: 0.93103 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   30120743 heartbeat IPC: 0.89229 cumulative IPC: 0.92959 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   31186778 heartbeat IPC: 0.93806 cumulative IPC: 0.92988 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   32279290 heartbeat IPC: 0.91532 cumulative IPC: 0.92939 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   33381677 heartbeat IPC: 0.90712 cumulative IPC: 0.92865 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   34481358 heartbeat IPC: 0.90935 cumulative IPC: 0.92804 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   33000001 cycles:   35468609 heartbeat IPC: 1.01291 cumulative IPC: 0.93040 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   36606510 heartbeat IPC: 0.87881 cumulative IPC: 0.92880 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   37678854 heartbeat IPC: 0.93254 cumulative IPC: 0.92890 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   38870456 heartbeat IPC: 0.83920 cumulative IPC: 0.92615 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:   39986474 heartbeat IPC: 0.89604 cumulative IPC: 0.92531 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   38000000 cycles:   41036463 heartbeat IPC: 0.95239 cumulative IPC: 0.92601 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   39000001 cycles:   41930006 heartbeat IPC: 1.11914 cumulative IPC: 0.93012 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   42887896 heartbeat IPC: 1.04396 cumulative IPC: 0.93266 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   43989247 heartbeat IPC: 0.90798 cumulative IPC: 0.93205 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   45114307 heartbeat IPC: 0.88884 cumulative IPC: 0.93097 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   43000003 cycles:   46181918 heartbeat IPC: 0.93667 cumulative IPC: 0.93110 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   47301854 heartbeat IPC: 0.89291 cumulative IPC: 0.93020 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   48335599 heartbeat IPC: 0.96736 cumulative IPC: 0.93099 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   46000000 cycles:   49422036 heartbeat IPC: 0.92044 cumulative IPC: 0.93076 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   50530342 heartbeat IPC: 0.90228 cumulative IPC: 0.93013 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   51499570 heartbeat IPC: 1.03175 cumulative IPC: 0.93205 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   52614124 heartbeat IPC: 0.89722 cumulative IPC: 0.93131 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   53698187 heartbeat IPC: 0.92246 cumulative IPC: 0.93113 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   54765556 heartbeat IPC: 0.93688 cumulative IPC: 0.93124 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   55895261 heartbeat IPC: 0.88519 cumulative IPC: 0.93031 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   57001837 heartbeat IPC: 0.90369 cumulative IPC: 0.92979 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   58198498 heartbeat IPC: 0.83566 cumulative IPC: 0.92786 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   59318191 heartbeat IPC: 0.89310 cumulative IPC: 0.92720 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   60384031 heartbeat IPC: 0.93823 cumulative IPC: 0.92740 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   61472092 heartbeat IPC: 0.91907 cumulative IPC: 0.92725 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   62561381 heartbeat IPC: 0.91803 cumulative IPC: 0.92709 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   63436120 heartbeat IPC: 1.14320 cumulative IPC: 0.93007 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   64555125 heartbeat IPC: 0.89365 cumulative IPC: 0.92944 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   65651381 heartbeat IPC: 0.91220 cumulative IPC: 0.92915 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   66729692 heartbeat IPC: 0.92738 cumulative IPC: 0.92912 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   67747079 heartbeat IPC: 0.98291 cumulative IPC: 0.92993 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   68869586 heartbeat IPC: 0.89086 cumulative IPC: 0.92929 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   69945081 heartbeat IPC: 0.92980 cumulative IPC: 0.92930 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   71001998 heartbeat IPC: 0.94615 cumulative IPC: 0.92955 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   72115558 heartbeat IPC: 0.89802 cumulative IPC: 0.92906 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   73203963 heartbeat IPC: 0.91878 cumulative IPC: 0.92891 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   74312642 heartbeat IPC: 0.90198 cumulative IPC: 0.92851 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   70000000 cycles:   75285576 heartbeat IPC: 1.02782 cumulative IPC: 0.92979 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   71000000 cycles:   76200620 heartbeat IPC: 1.09284 cumulative IPC: 0.93175 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   77300168 heartbeat IPC: 0.90946 cumulative IPC: 0.93143 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   78362283 heartbeat IPC: 0.94152 cumulative IPC: 0.93157 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   79429188 heartbeat IPC: 0.93729 cumulative IPC: 0.93165 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   80371726 heartbeat IPC: 1.06097 cumulative IPC: 0.93316 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   81359755 heartbeat IPC: 1.01212 cumulative IPC: 0.93412 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   82401438 heartbeat IPC: 0.95999 cumulative IPC: 0.93445 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   83352713 heartbeat IPC: 1.05122 cumulative IPC: 0.93578 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:   84383389 heartbeat IPC: 0.97024 cumulative IPC: 0.93620 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   85449796 heartbeat IPC: 0.93773 cumulative IPC: 0.93622 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   86538270 heartbeat IPC: 0.91872 cumulative IPC: 0.93600 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   82000000 cycles:   87613259 heartbeat IPC: 0.93024 cumulative IPC: 0.93593 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   88712551 heartbeat IPC: 0.90968 cumulative IPC: 0.93561 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   89751620 heartbeat IPC: 0.96240 cumulative IPC: 0.93592 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   90751325 heartbeat IPC: 1.00030 cumulative IPC: 0.93663 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:   91837456 heartbeat IPC: 0.92070 cumulative IPC: 0.93644 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   87000002 cycles:   92924273 heartbeat IPC: 0.92012 cumulative IPC: 0.93625 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   93994466 heartbeat IPC: 0.93441 cumulative IPC: 0.93623 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   89000002 cycles:   95093832 heartbeat IPC: 0.90962 cumulative IPC: 0.93592 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   90000002 cycles:   96181232 heartbeat IPC: 0.91962 cumulative IPC: 0.93573 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:   97247718 heartbeat IPC: 0.93766 cumulative IPC: 0.93575 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   98366506 heartbeat IPC: 0.89382 cumulative IPC: 0.93528 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   93000000 cycles:   99405870 heartbeat IPC: 0.96213 cumulative IPC: 0.93556 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:  100524125 heartbeat IPC: 0.89425 cumulative IPC: 0.93510 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:  101616167 heartbeat IPC: 0.91572 cumulative IPC: 0.93489 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  102705932 heartbeat IPC: 0.91763 cumulative IPC: 0.93471 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:  103834227 heartbeat IPC: 0.88629 cumulative IPC: 0.93418 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:  104932969 heartbeat IPC: 0.91013 cumulative IPC: 0.93393 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   99000003 cycles:  106004565 heartbeat IPC: 0.93319 cumulative IPC: 0.93392 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:  107090129 heartbeat IPC: 0.92118 cumulative IPC: 0.93379 (Simulation time: 0 hr 1 min 55 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:  107090131 (Simulation time: 0 hr 1 min 55 sec) 

Heartbeat CPU  0 instructions:  101000000 cycles:  109764670 heartbeat IPC: 0.37390 cumulative IPC: 0.37390 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:  112415312 heartbeat IPC: 0.37727 cumulative IPC: 0.37557 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:  103000000 cycles:  115071086 heartbeat IPC: 0.37654 cumulative IPC: 0.37589 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  117635224 heartbeat IPC: 0.38999 cumulative IPC: 0.37932 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:  105000003 cycles:  120368750 heartbeat IPC: 0.36583 cumulative IPC: 0.37655 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:  123063399 heartbeat IPC: 0.37111 cumulative IPC: 0.37563 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:  107000003 cycles:  125760395 heartbeat IPC: 0.37078 cumulative IPC: 0.37493 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  128583294 heartbeat IPC: 0.35424 cumulative IPC: 0.37221 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:  131377198 heartbeat IPC: 0.35792 cumulative IPC: 0.37057 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:  110000002 cycles:  134053603 heartbeat IPC: 0.37364 cumulative IPC: 0.37087 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:  111000002 cycles:  136631153 heartbeat IPC: 0.38797 cumulative IPC: 0.37236 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  139384708 heartbeat IPC: 0.36317 cumulative IPC: 0.37158 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:  113000001 cycles:  142244032 heartbeat IPC: 0.34973 cumulative IPC: 0.36980 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:  145068991 heartbeat IPC: 0.35399 cumulative IPC: 0.36863 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:  147779668 heartbeat IPC: 0.36891 cumulative IPC: 0.36865 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  150545092 heartbeat IPC: 0.36161 cumulative IPC: 0.36820 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:  117000002 cycles:  153271949 heartbeat IPC: 0.36672 cumulative IPC: 0.36811 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  156018284 heartbeat IPC: 0.36412 cumulative IPC: 0.36789 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:  158773577 heartbeat IPC: 0.36294 cumulative IPC: 0.36762 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  161605177 heartbeat IPC: 0.35316 cumulative IPC: 0.36687 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  164314998 heartbeat IPC: 0.36903 cumulative IPC: 0.36697 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  167059271 heartbeat IPC: 0.36440 cumulative IPC: 0.36686 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:  169748378 heartbeat IPC: 0.37187 cumulative IPC: 0.36707 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  172387516 heartbeat IPC: 0.37891 cumulative IPC: 0.36755 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:  175017035 heartbeat IPC: 0.38030 cumulative IPC: 0.36804 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:  177672027 heartbeat IPC: 0.37665 cumulative IPC: 0.36837 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:  127000001 cycles:  180536237 heartbeat IPC: 0.34914 cumulative IPC: 0.36762 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  183243612 heartbeat IPC: 0.36936 cumulative IPC: 0.36768 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  186089003 heartbeat IPC: 0.35145 cumulative IPC: 0.36709 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:  188939136 heartbeat IPC: 0.35086 cumulative IPC: 0.36653 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  191680411 heartbeat IPC: 0.36479 cumulative IPC: 0.36647 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  194430945 heartbeat IPC: 0.36357 cumulative IPC: 0.36638 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  197134725 heartbeat IPC: 0.36985 cumulative IPC: 0.36649 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:  134000000 cycles:  199885950 heartbeat IPC: 0.36347 cumulative IPC: 0.36640 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:  135000000 cycles:  202667674 heartbeat IPC: 0.35949 cumulative IPC: 0.36619 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  205441349 heartbeat IPC: 0.36053 cumulative IPC: 0.36604 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:  137000000 cycles:  208163324 heartbeat IPC: 0.36738 cumulative IPC: 0.36607 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  210759366 heartbeat IPC: 0.38520 cumulative IPC: 0.36655 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  139000002 cycles:  213428170 heartbeat IPC: 0.37470 cumulative IPC: 0.36675 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  216170725 heartbeat IPC: 0.36462 cumulative IPC: 0.36670 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  218900744 heartbeat IPC: 0.36630 cumulative IPC: 0.36669 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:  142000000 cycles:  221567015 heartbeat IPC: 0.37505 cumulative IPC: 0.36689 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:  143000001 cycles:  224214682 heartbeat IPC: 0.37769 cumulative IPC: 0.36713 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  225711582 heartbeat IPC: 0.66805 cumulative IPC: 0.37093 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  145000002 cycles:  226635054 heartbeat IPC: 1.08287 cumulative IPC: 0.37643 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  146000000 cycles:  227388297 heartbeat IPC: 1.32759 cumulative IPC: 0.38238 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:  147000000 cycles:  228218133 heartbeat IPC: 1.20506 cumulative IPC: 0.38802 (Simulation time: 0 hr 3 min 23 sec) 
